"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2006","114840","Fuller Theological Seminary in California","California","Private not-for-profit","Four or more years","28540000","15965000","2269000","","494499008","290724992","","96329000","61979000"
"2006","115083","Golden Gate University-San Francisco","California","Private not-for-profit","Four or more years","49841592","16109360","14560848","","140053760","55083364","","55494848","50035328"
"2006","115214","Graduate Theological Union","California","Private not-for-profit","Four or more years","2668497","673589","3030988","","51992120","5435229","","11424351","8391783"
"2006","115409","Harvey Mudd College","California","Private not-for-profit","Four or more years","24342664","17536936","4419950","","346164704","22458352","","46106420","43577752"
"2006","115728","Holy Names University","California","Private not-for-profit","Four or more years","14546883","5762101","1371881","","26943952","11081507","","18062384","17040212"
"2006","115755","Humboldt State University","California","Public","Four or more years","27701272","52480770","15756572","13396670","222932464","46839292","","124299304","123378560"
"2006","115773","Humphreys College-Stockton","California","Private not-for-profit","Four or more years","5721972","2452253","1187379","","13362709","6797939","","6585434","6587186"
"2006","116624","Jesuit School of Theology at Berkeley","California","Private not-for-profit","Four or more years","2607565","1685700","847120","","40502364","1497083","","4536111","4735894"
"2006","116712","John F Kennedy University","California","Private not-for-profit","Four or more years","19775224","6948514","5661144","","29782128","23177066","","21206870","22377912"
"2006","116846","University of Judaism","California","Private not-for-profit","Four or more years","7236328","4268908","3378922","","134112704","37144200","","54463812","25369676"
"2006","117104","Life Pacific College","California","Private not-for-profit","Four or more years","3776720","1768391","413076","1067146","21142470","180950","","9844569","8212308"
"2006","117140","University of La Verne","California","Private not-for-profit","Four or more years","99500648","42028830","13175567","","144943568","54887124","","106039288","90130736"
"2006","117168","Laguna College of Art and Design","California","Private not-for-profit","Four or more years","5761858","3165552","851199","","3756048","325238","","6853414","5963267"
"2006","117520","Life Chiropractic College-West","California","Private not-for-profit","Four or more years","9664756","1991138","896484","10250","29946354","22505532","","10968448","10919465"
"2006","117557","Lincoln University","California","Private not-for-profit","Four or more years","1857703","410824","166397","","1778312","804495","","1937301","1386292"
"2006","117575","Southern California Seminary","California","Private not-for-profit","Four or more years","1333520","673421","","","1339598","121525","","2127863","1982068"
"2006","117627","La Sierra University","California","Private not-for-profit","Four or more years","33181828","16702318","4149824","7826027","138727648","33445222","","65424964","46809156"
"2006","117636","Loma Linda University","California","Private not-for-profit","Four or more years","88046736","96748650","27237682","","894370368","354778400","","293038688","237607136"
"2006","117672","Southern California University of Health Sciences","California","Private not-for-profit","Four or more years","10820524","8395410","1584043","","34118724","16782320","","13980727","16011244"
"2006","117751","The Master's College and Seminary","California","Private not-for-profit","Four or more years","23821424","10544218","3608048","","53439356","24725894","","31395600","29764576"
"2006","117946","Loyola Marymount University","California","Private not-for-profit","Four or more years","237815376","99076240","17303828","128534","953641216","251625088","","331883904","238460560"
"2006","118693","Menlo College","California","Private not-for-profit","Four or more years","16806592","3657617","1833730","","24014084","11501902","","18234756","17403666"
"2006","118709","Mennonite Brethren Biblical Seminary","California","Private not-for-profit","Four or more years","976225","1120437","153849","","6536207","280240","","3722697","3473949"
"2006","118888","Mills College","California","Private not-for-profit","Four or more years","35559336","20328092","6289382","","369030016","57286880","","92380704","56897600"
"2006","119058","Monterey Institute of International Studies","California","Private not-for-profit","Four or more years","21279000","8351000","1331000","","51867000","33059000","","32420000","26629000"
"2006","119173","Mount St Mary's College","California","Private not-for-profit","Four or more years","44552980","12919566","7309543","","165855168","14707002","","69038528","46291808"
"2006","119544","The National Hispanic University","California","Private not-for-profit","Four or more years","3760237","5751698","2090989","","23366296","11401511","","10543423","11534802"
"2006","119605","National University","California","Private not-for-profit","Four or more years","136660768","40925560","10005860","","540249216","47712384","","207132352","135675792"
"2006","119678","Naval Postgraduate School","California","Public","Four or more years","","","","","","","","",""
"2006","119711","New College of California","California","Private not-for-profit","Four or more years","","","","","","","","",""
